TIME;MAP;RPM;Ignition Angle;Knock Level;CAM1 angle target;CAM1 angle;CAM2 angle target;CAM2 angle;IAT;Air flow;Lambda;Lambda target;TPS;
0.00;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.36;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.40;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.44;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.48;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.52;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;27;0;0.516;0.970;0;
0.56;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;27;0;0.516;0.970;0;
0.60;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.64;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.68;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.72;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.76;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.80;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.84;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.88;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.92;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
0.96;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.00;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.04;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.08;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.12;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.16;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.20;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.24;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.28;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.32;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.36;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.40;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.44;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.48;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.52;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.56;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.60;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.64;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.68;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.72;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.76;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.80;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.84;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.88;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.92;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
1.96;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
2.00;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
2.04;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.516;0.970;0;
2.08;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.547;0.970;0;
2.12;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.570;0.970;0;
2.16;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.602;0.970;0;
2.20;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.633;0.970;0;
2.24;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.656;0.970;0;
2.28;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.688;0.970;0;
2.32;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.719;0.970;0;
2.36;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.742;0.970;0;
2.40;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.773;0.970;0;
2.44;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.805;0.970;0;
2.48;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.836;0.970;0;
2.52;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.859;0.970;0;
2.56;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.891;0.970;0;
2.60;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.922;0.970;0;
2.64;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.945;0.970;0;
2.68;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;0.977;0.970;0;
2.72;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.008;0.970;0;
2.76;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.031;0.970;0;
2.80;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
2.84;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
2.88;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
2.92;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
2.96;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.00;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.04;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.08;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.12;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.16;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.20;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.24;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.28;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.32;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.36;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.40;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.44;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.48;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.52;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.56;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.60;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.64;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.68;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.070;0.970;0;
3.72;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.76;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.80;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.84;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.88;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
3.92;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.070;0.970;0;
3.96;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.00;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.04;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.08;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.12;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.16;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.20;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.24;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.28;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.32;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.36;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.40;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.44;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.48;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.52;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.56;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.60;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.64;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.68;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.72;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.76;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.80;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.84;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.88;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.92;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
4.96;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.00;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.04;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.08;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.12;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.16;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.20;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.24;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.28;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.32;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.36;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.40;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.44;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.48;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.52;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.56;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.60;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.64;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.68;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.72;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.76;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.80;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.84;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.88;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.92;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
5.96;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.00;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.04;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.08;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.12;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.16;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.20;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.24;100;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.28;99;0;0.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.32;98;0;10.000;0.000;-13.500;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.36;99;0;10.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.40;98;0;10.000;0.000;-13.500;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.44;97;0;10.000;0.000;-13.500;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.48;95;0;10.000;0.000;-14.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.52;99;0;10.000;0.000;-13.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.56;94;0;10.000;0.000;-14.000;460.000;-5.000;556.000;26;0;1.063;0.970;0;
6.60;98;0;10.000;0.000;-13.500;460.000;-5.000;556.000;26;0;1.070;0.970;0;
6.64;96;182;10.000;0.000;-14.000;460.000;-5.000;556.000;26;0;1.078;0.970;0;
6.68;93;363;10.000;0.000;-14.000;460.000;-5.000;556.000;26;0;1.086;0.970;0;
6.72;97;363;10.000;0.000;-13.500;460.000;-5.000;556.000;26;0;1.102;0.970;0;
6.76;93;363;10.000;0.000;-14.500;460.000;-5.000;556.000;26;0;1.109;0.970;0;
6.80;97;363;10.000;0.000;-13.500;460.000;-5.000;556.000;26;0;1.141;0.970;0;
6.84;92;352;10.000;0.000;-14.500;460.000;-5.000;556.000;26;0;1.188;0.970;0;
6.88;95;352;10.000;0.000;-14.000;460.000;-5.000;556.000;26;0;1.203;0.970;0;
6.92;97;352;10.000;0.000;-13.500;460.000;-5.000;556.000;26;0;1.219;0.970;0;
6.96;93;352;10.000;0.000;-14.500;460.000;-5.000;556.000;26;0;1.227;0.970;0;
7.00;95;352;10.000;0.000;-13.500;460.000;-5.000;556.000;26;0;1.227;0.970;0;
7.04;95;355;10.000;0.000;-14.500;460.000;-5.000;556.000;26;0;1.227;0.970;0;
7.08;93;355;10.000;0.000;-14.000;460.000;-5.000;556.000;26;0;1.227;0.970;0;
7.12;94;355;10.000;0.000;-14.500;460.000;-5.000;556.000;26;0;1.227;0.970;0;
7.16;94;355;10.000;0.000;-14.500;460.000;-5.000;556.000;26;0;1.227;0.970;0;
7.20;86;367;10.000;0.000;-15.500;460.000;-5.000;556.000;26;0;1.227;0.970;0;
7.24;90;367;10.000;0.000;-15.000;-4.000;-5.000;556.000;26;0;1.227;0.970;0;
7.28;85;367;10.000;0.000;-16.500;-4.000;-5.000;3.000;26;0;1.227;0.980;0;
7.32;84;374;10.000;0.000;-15.500;-4.000;-5.000;3.000;26;0;1.227;0.980;0;
7.36;86;374;10.000;0.000;-15.500;-4.000;-5.000;3.000;26;0;1.227;0.980;0;
7.40;87;374;10.000;0.000;-15.500;-4.000;-5.000;3.000;26;0;1.227;0.980;0;
7.44;81;374;10.000;0.000;-16.500;-4.000;-5.000;3.000;26;0;1.227;0.980;0;
7.48;86;374;10.000;0.000;-15.500;-4.000;-5.000;3.000;26;0;1.227;0.980;0;
7.52;82;374;10.000;0.000;-17.000;-4.000;-5.000;3.000;26;0;1.227;0.980;0;
7.56;83;374;10.000;0.000;-16.000;-4.000;-5.000;3.000;26;0;1.227;0.980;0;
7.60;84;374;10.000;0.000;-16.500;-4.000;-5.000;2.000;26;0;1.227;0.980;0;
7.64;85;374;10.000;0.000;-16.500;-4.000;-5.000;0.500;26;0;1.227;0.980;0;
7.68;80;373;10.000;0.000;-17.000;-4.000;-5.000;0.500;26;0;1.227;0.980;0;
7.72;85;373;10.000;0.000;-16.000;-4.000;-5.000;0.500;26;0;1.227;0.980;0;
7.76;79;373;10.000;0.000;-17.000;-4.000;-5.000;0.500;26;0;1.227;0.980;0;
7.80;81;372;10.000;0.000;-16.500;-4.000;-5.000;0.500;26;0;1.227;0.980;0;
7.84;81;372;10.000;0.000;-17.000;-4.000;-5.000;0.500;26;0;1.227;0.980;0;
7.88;81;372;10.000;0.000;-17.000;-4.000;-5.000;0.500;26;0;1.227;0.980;0;
7.92;77;372;10.000;0.000;-17.500;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
7.96;81;372;10.000;0.000;-17.000;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.00;75;372;10.000;0.000;-18.000;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.04;78;372;10.000;0.000;-17.000;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.08;78;372;10.000;0.000;-17.500;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.12;78;372;10.000;0.000;-18.000;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.16;74;370;10.000;0.000;-18.000;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.20;79;370;10.000;0.000;-17.000;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.24;73;370;10.000;0.000;-18.500;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.28;78;370;10.000;0.000;-17.000;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.32;77;369;10.000;0.000;-18.000;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.36;75;368;10.000;0.000;-18.500;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.40;76;368;10.000;0.000;-17.500;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.44;78;368;10.000;0.000;-18.500;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.48;72;378;10.000;0.000;-18.500;-4.000;-5.000;0.000;26;0;1.227;0.980;0;
8.52;74;378;10.000;0.000;-18.000;-3.500;-5.000;0.000;26;0;1.227;0.980;0;
8.56;72;524;10.000;0.000;-18.500;-3.500;-5.000;0.000;26;3;1.227;0.980;0;
8.60;72;524;10.000;0.000;-18.500;-3.500;-5.000;0.000;26;4;1.227;0.980;0;
8.64;71;524;10.000;0.000;-18.500;-3.500;-5.000;0.000;26;4;1.227;0.980;0;
8.68;71;675;10.000;0.000;-18.500;-3.500;-5.000;0.000;26;4;0.914;0.980;0;
8.72;71;675;10.000;0.000;-18.500;-5.000;-5.000;0.000;26;4;0.914;0.980;0;
8.76;71;668;10.000;0.000;-18.500;-5.000;-5.000;0.000;26;4;0.891;0.980;0;
8.80;71;668;10.000;0.000;-18.500;-5.000;-5.000;0.000;26;3;0.859;0.980;0;
8.84;72;648;10.000;0.000;-18.500;-5.000;-5.000;0.000;26;4;0.820;0.980;0;
8.88;72;627;10.000;0.000;-18.500;-5.000;-5.000;0.000;26;4;0.781;0.980;0;
8.92;74;627;10.000;0.000;-18.000;-4.500;-5.000;0.000;26;4;0.750;0.980;0;
8.96;78;575;10.000;0.000;-17.000;-4.500;-5.000;0.500;26;4;0.734;0.980;0;
9.00;81;575;10.000;0.000;-17.000;-4.500;-5.000;0.500;26;4;0.734;0.980;0;
9.04;84;575;10.000;0.000;-16.500;-4.500;-5.000;0.500;26;4;0.727;0.980;0;
9.08;84;568;10.000;0.000;-17.000;-5.000;-5.000;0.500;26;4;0.750;0.980;0;
9.12;83;561;10.000;0.000;-17.000;-5.000;-5.000;0.500;26;4;0.766;0.980;0;
9.16;81;704;10.000;0.000;-16.500;-5.000;-5.000;0.000;26;4;0.766;0.980;0;
9.20;77;704;10.000;0.000;-17.000;-5.000;-5.000;0.000;26;5;0.750;0.980;0;
9.24;78;864;10.000;0.000;-18.000;-2.000;-5.000;0.000;26;5;0.695;0.980;0;
9.28;71;977;10.000;0.000;-18.000;-2.000;-5.000;-1.000;26;6;0.680;0.980;0;
9.32;71;1015;10.000;0.000;-18.500;-2.000;-5.000;-1.000;26;6;0.688;0.980;0;
9.36;71;1053;10.000;0.000;-19.000;-2.000;-5.000;-1.000;26;5;0.695;0.980;0;
9.40;66;1053;10.000;0.000;-20.000;-4.000;-5.000;-2.500;26;5;0.680;0.990;0;
9.44;61;1128;10.000;0.000;-20.000;-4.000;-5.000;-2.500;26;5;0.711;0.990;0;
9.48;57;1203;10.000;0.000;-20.000;-11.000;-5.000;-5.000;26;4;0.711;0.990;0;
9.52;53;1266;10.000;0.000;-20.000;-11.000;-5.000;-5.000;26;4;0.734;0.990;0;
9.56;52;1294;10.000;0.000;-20.000;-14.500;-5.000;-5.500;26;4;0.742;0.990;0;
9.60;50;1321;10.000;0.000;-20.000;-18.000;-5.000;-5.500;26;3;0.750;0.990;0;
9.64;46;1417;10.000;0.000;-20.000;-18.000;-5.000;-5.500;26;3;0.750;0.990;0;
9.68;43;1455;10.000;0.000;-20.000;-23.000;-5.000;-5.500;26;2;0.758;1.000;0;
9.72;37;1486;10.000;0.000;-20.000;-23.000;-5.000;-5.500;26;2;0.781;1.000;0;
9.76;35;1509;10.000;0.000;-20.000;-25.000;-5.000;-5.000;26;2;0.820;1.000;0;
9.80;32;1523;10.000;0.000;-20.000;-20.000;-5.000;-4.500;26;2;0.852;1.000;0;
9.84;30;1528;10.000;0.000;-20.000;-20.000;-5.000;-4.500;26;1;0.859;1.000;0;
9.88;29;1525;10.000;0.000;-20.000;-17.500;-5.000;-4.000;26;1;0.867;1.000;0;
9.92;28;1501;10.000;0.000;-20.000;-17.500;-5.000;-4.000;26;1;0.883;1.000;0;
9.96;28;1485;10.000;0.000;-20.000;-18.000;-5.000;-4.000;26;1;0.891;1.000;0;
10.00;27;1468;10.000;0.000;-20.000;-18.000;-5.000;-4.000;26;1;0.891;1.000;0;
10.04;27;1452;10.000;0.000;-20.000;-18.000;-5.000;-4.000;26;1;0.922;1.000;0;
10.08;26;1422;10.000;0.000;-20.000;-20.000;-5.000;-5.000;26;1;0.961;1.000;0;
10.12;27;1397;10.000;0.000;-20.000;-20.000;-5.000;-5.000;26;1;1.063;1.000;0;
10.16;28;1380;10.000;0.000;-20.000;-21.000;-5.000;-5.000;26;1;1.086;1.000;0;
10.20;28;1362;10.000;0.000;-20.000;-22.000;-5.000;-5.000;26;1;1.109;1.000;0;
10.24;29;1326;10.000;0.000;-20.000;-22.000;-5.000;-5.000;26;1;1.172;1.000;0;
10.28;30;1297;10.000;0.000;-20.000;-22.000;-5.000;-5.500;26;1;1.227;1.000;2;
10.32;30;1282;10.000;0.000;-20.000;-21.000;-5.000;-5.500;26;2;1.227;1.000;5;
10.36;31;1267;10.000;0.000;-20.000;-21.000;-5.000;-5.500;26;2;1.227;1.000;9;
10.40;32;1252;10.000;0.000;-20.000;-21.000;-5.000;-5.500;26;2;1.227;1.000;13;
10.44;40;1233;10.000;0.000;-20.000;-20.000;-5.000;-6.500;26;5;1.227;0.990;20;
10.48;55;1228;10.000;0.000;-20.000;-20.000;-5.000;-6.500;26;6;1.227;0.990;22;
10.52;62;1210;10.000;0.000;-20.000;-18.500;-5.000;-6.500;26;5;1.227;0.980;19;
10.56;65;1171;10.000;0.000;-20.000;-18.500;-5.000;-6.500;26;5;1.227;0.990;15;
10.60;66;1171;10.000;0.000;-20.000;-18.500;-5.000;-6.500;26;6;1.227;0.990;15;
10.64;66;1171;10.000;0.000;-20.000;-18.000;-5.000;-6.500;26;6;1.227;0.990;15;
10.68;64;1204;10.000;0.000;-20.000;-18.000;-5.000;-6.000;26;6;1.227;0.990;16;
10.72;64;1272;10.000;0.000;-20.000;-19.000;-5.000;-6.000;26;6;1.227;0.990;16;
10.76;62;1334;10.000;0.000;-20.000;-19.000;-5.000;-5.500;26;6;1.227;0.990;15;
10.80;59;1396;10.000;0.000;-20.000;-20.500;-5.000;-5.500;26;6;1.227;0.990;15;
10.84;58;1425;10.000;0.000;-20.000;-20.500;-5.000;-5.500;26;6;1.180;0.990;16;
10.88;57;1453;10.000;0.000;-20.000;-20.500;-5.000;-5.500;26;6;1.125;0.990;16;
10.92;55;1556;10.000;0.000;-20.000;-22.000;-5.000;-6.500;26;5;1.063;0.990;15;
10.96;52;1598;10.000;0.000;-20.000;-22.000;-5.000;-6.500;26;5;1.000;0.990;15;
11.00;49;1638;10.000;0.000;-20.000;-23.000;-5.000;-7.000;26;5;0.953;0.990;14;
11.04;45;1701;10.000;0.000;-20.000;-22.500;-5.000;-7.000;26;4;0.938;0.990;12;
11.08;42;1726;10.000;0.000;-20.000;-22.500;-5.000;-7.000;26;4;0.938;1.000;11;
11.12;41;1737;10.000;0.000;-20.000;-22.000;-5.000;-7.000;26;4;0.930;1.000;12;
11.16;39;1747;10.000;0.000;-20.000;-21.500;-5.000;-6.500;26;3;0.922;1.000;12;
11.20;37;1777;10.000;0.000;-20.000;-20.500;-5.000;-6.500;26;3;0.930;1.000;13;
11.24;36;1783;10.000;0.000;-20.000;-19.500;-5.000;-6.500;26;3;0.930;1.000;13;
11.28;35;1786;10.000;0.000;-20.000;-19.500;-5.000;-6.000;26;3;0.938;1.000;14;
11.32;36;1788;10.000;0.000;-20.000;-18.500;-5.000;-5.500;26;3;0.953;1.000;15;
11.36;37;1784;10.000;0.000;-20.000;-18.500;-5.000;-5.500;26;3;0.961;1.000;15;
11.40;38;1780;10.000;0.000;-20.000;-18.000;-5.000;-5.500;26;3;0.961;1.000;14;
11.44;37;1744;10.000;0.000;-20.000;-18.000;-5.000;-5.500;26;3;0.992;1.000;14;
