address,end_address,name,kind,subtype,size_bytes,width_bits,signed,rows,cols,subsystem,confidence,inbound_xrefs,callers,description,evidence,aliases,generated
0x5CF6,0x5D06,sub_5CF6,routine,unclassified-code,17,,,,,unknown,unclassified,1,0x5C9D,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5D08,0x5D79,sub_5D08,routine,unclassified-code,114,,,,,unknown,unclassified,2,0x40BC|0x437E,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5D7B,0x5D8B,sub_5D7B,routine,unclassified-code,17,,,,,unknown,unclassified,1,0x5D6B,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5D8D,0x5E80,sub_5D8D,routine,unclassified-code,244,,,,,unknown,unclassified,2,0x4067|0x418B,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5E82,0x5F25,adc_conversion_helper_5e82,routine,code,164,8,,,,sensors,strong,2,0x404A|0x9666,Convert/filter ADC source used to produce RAM 0x2013.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5F27,0x5F6F,sub_5F27,routine,unclassified-code,73,,,,,unknown,unclassified,1,0xD46A,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5F71,0x5FDA,sub_5F71,routine,unclassified-code,106,,,,,unknown,unclassified,1,0xD508,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5FDC,0x602D,sub_5FDC,routine,unclassified-code,82,,,,,unknown,unclassified,1,0xD610,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x602F,0x6059,runtime_stage_602f,routine,code,43,8,,,,unknown,open,1,0xD412,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x605B,0x60AF,sub_605B,routine,unclassified-code,85,,,,,unknown,unclassified,1,0xD5A3,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x60B1,0x6105,sub_60B1,routine,unclassified-code,85,,,,,unknown,unclassified,1,0xD5AD,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6107,0x6131,runtime_stage_6107,routine,code,43,8,,,,unknown,open,1,0xD415,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6133,0x6159,runtime_stage_6133,routine,code,39,8,,,,unknown,open,1,0xD418,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x615B,0x6185,runtime_stage_615b,routine,code,43,8,,,,unknown,open,1,0xD41B,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6187,0x6217,runtime_stage_6187,routine,code,145,8,,,,unknown,open,1,0xD41E,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6219,0x6250,sub_6219,routine,unclassified-code,56,,,,,unknown,unclassified,1,0x61F0,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6252,0x62DA,sub_6252,routine,unclassified-code,137,,,,,unknown,unclassified,2,0xD009|0xD0BD,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x62DC,0x6310,runtime_stage_62dc,routine,code,53,8,,,,unknown,open,1,0xD421,Periodic runtime stage.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6312,0x6342,sub_6312,routine,unclassified-code,49,,,,,unknown,unclassified,1,0xC810,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6344,0x636A,load_aircharge_model,routine,code,39,8,,,,air-load,strong,2,0x58EA|0x5E74,Interpolate the 0x9187 24x9 factor table and update load/air-charge state.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x636C,0x6403,sub_636C,routine,unclassified-code,152,,,,,unknown,unclassified,3,0x5A91|0x657B|0xBA30,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6405,0x644F,interrupt_handler_6405,routine,code,75,8,,,,unknown,confirmed,0,,Vector target; exact hardware interrupt source depends on MCU mask.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6451,0x650C,sub_6451,routine,unclassified-code,188,,,,,unknown,unclassified,1,0xD68F,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x650D,0x654A,runtime_state_650d,routine,code,62,8,,,,unknown,open,2,0x6C6A|0xD37F,Periodic state update.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x654C,0x6567,sub_654C,routine,unclassified-code,28,,,,,unknown,unclassified,1,0x96B3,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6568,0x65D6,sub_6568,routine,unclassified-code,111,,,,,unknown,unclassified,1,0x6E55,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x65D8,0x663B,sub_65D8,routine,unclassified-code,100,,,,,unknown,unclassified,2,0x6CFE|0xD6A6,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x663D,0x6652,sub_663D,routine,unclassified-code,22,,,,,unknown,unclassified,1,0x65D8,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6654,0x665C,sub_6654,routine,unclassified-code,9,,,,,unknown,unclassified,3,0x65F6|0x661C|0x662C,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x665E,0x6666,sub_665E,routine,unclassified-code,9,,,,,unknown,unclassified,2,0x660B|0x6638,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x667C,0x66F8,sub_667C,routine,unclassified-code,125,,,,,unknown,unclassified,4,0x6553|0x690D|0x6A12|0x6C06,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x66FA,0x672C,sub_66FA,routine,unclassified-code,51,,,,,unknown,unclassified,1,0x66B1,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x672E,0x6793,sub_672E,routine,unclassified-code,102,,,,,unknown,unclassified,4,0x6836|0x690A|0x6A15|0x6CFB,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6795,0x67A1,sub_6795,routine,unclassified-code,13,,,,,unknown,unclassified,1,0x69CB,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x67A3,0x67B1,state_or_comms_init_67a3,routine,code,15,8,,,,unknown,open,1,0xB91C,Reset-time state-machine/communications initialization.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6836,0x6848,mode_handler_6836,routine,code,19,8,,,,unknown,open,1,0xD42B,Mode handler selected by RAM 0x21A6.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x68F3,0x6943,mode_handler_68f3,routine,code,81,8,,,,unknown,open,1,0xD434,Mode handler selected by RAM 0x21A6.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x69B8,0x69CE,sub_69B8,routine,unclassified-code,23,,,,,unknown,unclassified,1,0x6C56,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x69CF,0x69DD,sub_69CF,routine,unclassified-code,15,,,,,unknown,unclassified,2,0x6596|0x6C13,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x69DE,0x69FF,sub_69DE,routine,unclassified-code,34,,,,,unknown,unclassified,3,0x4BEC|0x4C11|0x6A3E,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6A12,0x6A27,mode_handler_6a12,routine,code,22,8,,,,unknown,open,2,0xD444|0xD44D,Mode handler selected by RAM 0x21A6.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6A2C,0x6A67,sub_6A2C,routine,unclassified-code,60,,,,,unknown,unclassified,2,0x6E2A|0x6E3E,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6AEB,0x6B53,sub_6AEB,routine,unclassified-code,105,,,,,unknown,unclassified,2,0x6DFD|0x6E1B,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6B54,0x6BBD,sub_6B54,routine,unclassified-code,106,,,,,unknown,unclassified,2,0x6DEB|0x6E0C,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6BBE,0x6BCA,mode_handler_6bbe,routine,code,13,8,,,,unknown,open,0,,Mode handler selected by RAM 0x21A6.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6BCB,0x6C05,sub_6BCB,routine,unclassified-code,59,,,,,unknown,unclassified,2,0x6BBE|0x6E82,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6C06,0x6C1A,sub_6C06,routine,unclassified-code,21,,,,,unknown,unclassified,1,0x6BC7,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6C1B,0x6C30,sub_6C1B,routine,unclassified-code,22,,,,,unknown,unclassified,1,0x6BC0,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6C31,0x6C55,sub_6C31,routine,unclassified-code,37,,,,,unknown,unclassified,2,0x6BC2|0x6D99,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6C56,0x6C64,sub_6C56,routine,unclassified-code,15,,,,,unknown,unclassified,1,0x6BC4,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6D33,0x6D42,sub_6D33,routine,unclassified-code,16,,,,,unknown,unclassified,3,0x6BFD|0x6C0D|0x6C78,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6D43,0x6E6F,mode_handler_6d43,routine,code,301,8,,,,unknown,open,1,0xD456,Mode handler selected by RAM 0x21A6.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6E70,0x6E85,sub_6E70,routine,unclassified-code,22,,,,,unknown,unclassified,1,0x6D96,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6E86,0x6E95,sub_6E86,routine,unclassified-code,16,,,,,unknown,unclassified,2,0x6DE8|0x6DFA,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x6E96,0x6EEC,high_load_final_fuel_stage,routine,code,87,8,,,,fuel,strong,2,0xB45D|0xB468,High-load/final fuel-duration support path.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6EEE,0x6F00,fuel_output_scheduler,routine,code,19,8,,,,fuel,confirmed,2,0xB454|0xB46B,Fuel output scheduler/timing path using period and event-width support calibrations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6F01,0x6FE2,rpm_limiter_hysteresis,routine,code,226,8,,,,speed-rpm,confirmed,0,,Set/clear RAM 0x00A4 bit 0x10 from engine period and primary/alternate threshold pairs.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x6FE4,0x70FF,sub_6FE4,routine,unclassified-code,284,,,,,unknown,unclassified,0,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7101,0x723C,sub_7101,routine,unclassified-code,316,,,,,unknown,unclassified,1,0x9678,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x723E,0x729B,sub_723E,routine,unclassified-code,94,,,,,unknown,unclassified,1,0xD517,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x729D,0x72C9,sub_729D,routine,unclassified-code,45,,,,,unknown,unclassified,1,0xB8E9,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x72CB,0x7390,sub_72CB,routine,unclassified-code,198,,,,,unknown,unclassified,0,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7392,0x74BE,timer_capture_handler,routine,code,301,8,,,,scheduler,confirmed,0,,Capture 68HC11 TIC3 value at 0x1014 into RAM 0x00D9.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x74BF,0x74C9,sub_74BF,routine,unclassified-code,11,,,,,unknown,unclassified,2,0x74A1|0x74BB,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7660,0x77A0,engine_period_update,routine,code,321,8,,,,speed-rpm,confirmed,0,,Update prior capture and calculate RAM 0x00BA engine-period delta.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x77A2,0x7BD7,sub_77A2,routine,unclassified-code,1078,,,,,unknown,unclassified,1,0x750E,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7BD9,0x7C55,sub_7BD9,routine,unclassified-code,125,,,,,unknown,unclassified,2,0x753E|0x7555,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7C57,0x7C6C,sub_7C57,routine,unclassified-code,22,,,,,unknown,unclassified,5,0x748A|0x786F|0x7A7C|0x7B94|0x7FEE,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7C6E,0x7C88,sub_7C6E,routine,unclassified-code,27,,,,,unknown,unclassified,5,0x7541|0x7872|0x7A7F|0x7B97|0x7FF1,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7C8A,0x7C9F,sub_7C8A,routine,unclassified-code,22,,,,,unknown,unclassified,4,0x7496|0x784B|0x7B7D|0x7FF6,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7CA1,0x7CB2,sub_7CA1,routine,unclassified-code,18,,,,,unknown,unclassified,4,0x7558|0x784E|0x7B80|0x7FF9,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7CB3,0x7CD8,sub_7CB3,routine,unclassified-code,38,,,,,unknown,unclassified,2,0x73E0|0x7B69,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7CF4,0x7D12,sub_7CF4,routine,unclassified-code,31,,,,,unknown,unclassified,2,0x777A|0x7B7A,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7D14,0x7D32,sub_7D14,routine,unclassified-code,31,,,,,unknown,unclassified,1,0x777F,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7D34,0x7D52,sub_7D34,routine,unclassified-code,31,,,,,unknown,unclassified,2,0x7791|0x7B91,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7D54,0x7D72,sub_7D54,routine,unclassified-code,31,,,,,unknown,unclassified,1,0x7796,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7D74,0x7DCD,sub_7D74,routine,unclassified-code,90,,,,,unknown,unclassified,4,0x7D0F|0x7D2F|0x7D4F|0x7D6F,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7DCF,0x7E76,sub_7DCF,routine,unclassified-code,168,,,,,unknown,unclassified,4,0x7D09|0x7D29|0x7D49|0x7D69,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7E78,0x7E9A,sub_7E78,routine,unclassified-code,35,,,,,unknown,unclassified,2,0x7D03|0x7D23,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7E9B,0x7F1A,sub_7E9B,routine,unclassified-code,128,,,,,unknown,unclassified,2,0x7D43|0x7D63,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7F1C,0x7F31,sub_7F1C,routine,unclassified-code,22,,,,,unknown,unclassified,5,0x788B|0x7A93|0x7B19|0x7E7D|0x7EA0,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x7F33,0x7FFC,sub_7F33,routine,unclassified-code,202,,,,,unknown,unclassified,0,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x800A,0x800A,cal_spark_fuel_bank_config,rom_data,u8,1,8,false,1,1,configuration,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x800C,0x800D,checksum_word,rom_data,u16be,2,16,false,1,1,checksum,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x800E,0x800F,checksum_complement_target,rom_data,u16be,2,16,false,1,1,checksum,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8010,0x8027,spi_pointer_frame,rom_data,u16be-pointer-table,24,16,false,1,12,firmware-data,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x802B,0x8102,fuel_iat_rpm_corr_a_24x9_s8,rom_data,s8-table,216,8,true,24,9,fuel,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8103,0x81DA,fuel_iat_rpm_corr_b_24x9_s8,rom_data,s8-table,216,8,true,24,9,fuel,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x81F8,0x821B,low_rpm_fuel_trim_a_4x9_s8,rom_data,s8-table,36,8,true,4,9,fuel,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x821C,0x82F3,fuel_quantity_trim_a_24x9_s8,rom_data,s8-table,216,8,true,24,9,fuel,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x82F4,0x8317,low_rpm_fuel_trim_b_4x9_s8,rom_data,s8-table,36,8,true,4,9,fuel,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8318,0x83EF,fuel_quantity_trim_b_24x9_s8,rom_data,s8-table,216,8,true,24,9,fuel,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x83F0,0x8407,rpm_only_fuel_trim_1x24_s8,rom_data,s8-vector,24,8,true,1,24,fuel,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8408,0x8418,cts_warmup_fuel_corr_1x17,rom_data,u8-vector,17,8,false,1,17,fuel-warmup,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x84E3,0x84EB,scheduler_fuel_pulse_corr_1x9,rom_data,u8-vector,9,8,false,1,9,fuel-scheduler,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x85BA,0x8631,high_load_fuel_duration_support_24x5,rom_data,u8-table,120,8,false,24,5,fuel,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x869A,0x8771,fuel_cut_state_delay_24x9,rom_data,u8-table,216,8,false,24,9,fuel-state,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x877E,0x8786,event_width_limit_1x9,rom_data,u8-vector,9,8,false,1,9,scheduler,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8787,0x8788,oc3_period_fit_guard,rom_data,u16be,2,16,false,1,1,scheduler,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8789,0x879A,fuel_edge_offset_1x9_words,rom_data,u16be-vector,18,16,false,1,9,scheduler,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x879E,0x879F,rpm_limit_primary_set_period,rom_data,u16be,2,16,false,1,1,limiter,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x87A0,0x87A1,rpm_limit_primary_clear_period,rom_data,u16be,2,16,false,1,1,limiter,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x87A2,0x87A3,rpm_limit_alternate_set_period,rom_data,u16be,2,16,false,1,1,limiter,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x87A4,0x87A5,rpm_limit_alternate_clear_period,rom_data,u16be,2,16,false,1,1,limiter,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x87B1,0x8888,injector_event_phase_24x9,rom_data,u8-table,216,8,false,24,9,fuel-scheduler,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x888E,0x8965,idle_air_bypass_target_24x9,rom_data,u8-table,216,8,false,24,9,idle,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8970,0x8980,cts_idle_target_cap_1x17,rom_data,u8-vector,17,8,false,1,17,idle,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x89C7,0x89D9,ignition_phase_factor_1x19,rom_data,u8-vector,19,8,false,1,19,ignition,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x89DA,0x89EC,ignition_width_factor_1x19,rom_data,u8-vector,19,8,false,1,19,ignition,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x89F3,0x8A05,ignition_retard_gain_1x19,rom_data,u8-vector,19,8,false,1,19,ignition,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8A69,0x8B40,spark_high_default_24x9,rom_data,u8-table,216,8,false,24,9,ignition,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8B41,0x8C18,spark_low_alternate_24x9,rom_data,u8-table,216,8,false,24,9,ignition,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8C19,0x8C30,spark_wot_or_bypass_1x24,rom_data,u8-vector,24,8,false,1,24,ignition,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8C7C,0x8D14,spark_iat_load_corr_17x9_s8,rom_data,s8-table,153,8,true,17,9,ignition,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8D15,0x8DAD,spark_cts_load_corr_17x9_s8,rom_data,s8-table,153,8,true,17,9,ignition,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8E6F,0x8EC3,adaptive_dynamics_table_a_17x5,rom_data,u8-table,85,8,false,17,5,closed-loop,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8EC7,0x8F1B,adaptive_dynamics_table_b_17x5,rom_data,u8-table,85,8,false,17,5,closed-loop,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8F1C,0x8F70,adaptive_dynamics_table_c_17x5,rom_data,u8-table,85,8,false,17,5,closed-loop,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x8F71,0x8FC5,adaptive_dynamics_table_d_17x5,rom_data,u8-table,85,8,false,17,5,closed-loop,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x916A,0x916B,expected_stack_top,rom_data,u16be,2,16,false,1,1,initialization,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x9187,0x925E,load_aircharge_factor_24x9,rom_data,u8-table,216,8,false,24,9,air-load,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x929E,0x92CD,rpm_period_axis_24_words,rom_data,u16be-vector,48,16,false,1,24,speed-rpm,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x92CF,0x92D7,cts_adc_axis,rom_data,u8-axis,9,8,false,1,9,temperature,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x92D9,0x92E1,iat_adc_axis,rom_data,u8-axis,9,8,false,1,9,temperature,confirmed,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x92FA,0x9302,scheduler_axis_table_1x9,rom_data,u8-vector,9,8,false,1,9,scheduler,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x9303,0x930C,scheduler_signed_subvector,rom_data,s8-vector,10,8,true,1,10,scheduler,confirmed-structure,0,,Calibration/data symbol; see report for units and role limitations.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x9315,0x93BC,sub_9315,routine,unclassified-code,168,,,,,unknown,unclassified,0,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x93BE,0x9433,sub_93BE,routine,unclassified-code,118,,,,,unknown,unclassified,2,0x776D|0x7B6C,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9435,0x94AA,sub_9435,routine,unclassified-code,118,,,,,unknown,unclassified,2,0x7784|0x7B83,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x94AC,0x94E0,sub_94AC,routine,unclassified-code,53,,,,,unknown,unclassified,2,0x93D0|0x9447,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x94E2,0x9521,sub_94E2,routine,unclassified-code,64,,,,,unknown,unclassified,3,0x93FF|0x9476|0xE0BA,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9523,0x9534,sub_9523,routine,unclassified-code,18,,,,,unknown,unclassified,3,0x9425|0x949C|0x95B1,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9536,0x9569,sub_9536,routine,unclassified-code,52,,,,,unknown,unclassified,2,0x7948|0x799B,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x956B,0x95F1,period_history_init,routine,code,135,8,,,,speed-rpm,confirmed,2,0xB4A1|0xB904,"Initialize period/timer history, including 0x00BA = 0xFFFF.",existing reverse-engineering bundle / repository LOGIC.md,,false
0x95F3,0x96CF,interrupt_handler_95f3,routine,code,221,8,,,,unknown,confirmed,0,,Vector target; exact source depends on MCU mask.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x96D3,0x96D9,sub_96D3,routine,unclassified-code,7,,,,,unknown,unclassified,1,0x4468,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x96DA,0x96E8,sub_96DA,routine,unclassified-code,15,,,,,unknown,unclassified,3,0x93C5|0x943C|0xD5DA,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x96E9,0x96F2,sub_96E9,routine,unclassified-code,10,,,,,unknown,unclassified,1,0xC012,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x96F3,0x96FA,sub_96F3,routine,unclassified-code,8,,,,,unknown,unclassified,1,0xE6CB,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9707,0x9746,sub_9707,routine,unclassified-code,64,,,,,unknown,unclassified,1,0xBDFD,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9747,0x9758,sub_9747,routine,unclassified-code,18,,,,,unknown,unclassified,1,0x5680,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x9759,0x9788,sub_9759,routine,unclassified-code,48,,,,,unknown,unclassified,1,0xCAC0,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
