address,end_address,name,kind,subtype,size_bytes,width_bits,signed,rows,cols,subsystem,confidence,inbound_xrefs,callers,description,evidence,aliases,generated
0x2093,0x2093,closed_loop_base_2093,ram,s8,1,8,,,,closed-loop,strong,0,,Base closed-loop correction selected from the 0x9000 vector group.,decoded producer/consumer instruction flow,,false
0x2094,0x2094,learned_trim_cell_a_2094,ram,s8,1,8,,,,closed-loop,confirmed,0,,Interpolated learned correction from RAM cell table 0x0060.,decoded producer/consumer instruction flow,,false
0x2095,0x2095,learned_trim_cell_b_2095,ram,s8,1,8,,,,closed-loop,confirmed,0,,Interpolated learned correction from RAM cell table 0x0069.,decoded producer/consumer instruction flow,,false
0x2096,0x2096,closed_loop_delay_2096,ram,u8,1,8,,,,closed-loop,strong,0,,Closed-loop delay/count selected from 0x9033.,decoded producer/consumer instruction flow,,false
0x2099,0x2099,closed_loop_dynamic_2099,ram,s8,1,8,,,,closed-loop,strong,0,,Dynamic load-change correction from 0x9068.,decoded producer/consumer instruction flow,,false
0x209A,0x209A,closed_loop_ramp_209a,ram,s8,1,8,,,,closed-loop,strong,0,,Closed-loop ramp/target term from 0x9073/0x90D6.,decoded producer/consumer instruction flow,,false
0x209B,0x209B,closed_loop_mode_add_209b,ram,s8,1,8,,,,closed-loop,strong,0,,Mode-dependent additive closed-loop term.,decoded producer/consumer instruction flow,,false
0x20A2,0x20A3,closed_loop_total_20a2,ram,s16,2,16,,,,closed-loop,strong,0,,Synthesized closed-loop/adaptive command value.,decoded producer/consumer instruction flow,,false
0x20A4,0x20A5,closed_loop_command_20a4,ram,s16,2,16,,,,closed-loop,strong,0,,Closed-loop control command.,decoded producer/consumer instruction flow,,false
0x20A6,0x20A7,closed_loop_command_20a6,ram,s16,2,16,,,,closed-loop,strong,0,,Closed-loop control command after proportional/integral processing.,decoded producer/consumer instruction flow,,false
0x20A8,0x20A8,closed_loop_reference_20a8,ram,u8,1,8,,,,closed-loop,strong,0,,Closed-loop reference or threshold working value.,decoded producer/consumer instruction flow,,false
0x20B1,0x20B1,spark_fuel_bank_selector,ram,variable,1,8,,,,ignition,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x20B9,0x20BA,adaptive_fuel_trim_word,ram,q8.8-centered,2,16,,,,fuel,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2147,0x2148,spark_accumulator,ram,s16,2,16,,,,ignition,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x214F,0x214F,alternate_limiter_mode,ram,variable,1,8,,,,unknown,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x21A6,0x21A6,operating_state_selector,ram,variable,1,8,,,,unknown,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x21C6,0x21C7,fuel_event_phase_runtime,ram,u16be,2,16,,,,fuel,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2388,0x2389,scheduler_scaled_output,ram,u16be,2,16,,,,scheduler,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2391,0x2391,fuel_cut_state_countdown,ram,variable,1,8,,,,fuel,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2484,0x2484,idle_air_target,ram,variable,1,8,,,,idle,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x2486,0x2486,idle_cts_target_or_cap,ram,variable,1,8,,,,idle,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x24E5,0x24E6,main_loop_elapsed_max_or_budget,ram,u16be,2,16,,,,unknown,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x24E7,0x24E8,main_loop_previous_timer,ram,u16be,2,16,,,,scheduler,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x24EA,0x24EB,main_loop_saved_sp,ram,u16be,2,16,,,,unknown,working,0,,Runtime RAM symbol based on producer/consumer paths.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x25BA,0x25BB,descriptor_word_25ba,ram,u16,2,16,,,,math,confirmed,0,,Cached masked 12-bit descriptor word.,decoded producer/consumer instruction flow,,false
0x25BF,0x25C0,descriptor_delta_limit_25bf,ram,u16,2,16,,,,math,strong,0,,Limit used when comparing descriptor-word deltas.,decoded producer/consumer instruction flow,,false
0x4017,0x4033,adc_sample_group_a,routine,code,29,8,,,,sensors,confirmed,1,0xB8BB,Read ADC result group and seed RAM input channels.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4034,0x4078,adc_sample_group_b,routine,code,69,8,,,,sensors,confirmed,1,0xB8D3,Read alternate ADC result group and seed RAM input channels.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4079,0x409B,clear_runtime_axis_state,routine,code,35,,,,,initialization,confirmed,1,0xB8F8,Clear normalized-axis and runtime working state used by the first control iteration.,decoded instruction flow at 0x4079; caller/callee context,,false
0x409C,0x40A7,latch_initial_load_state,routine,code,12,,,,,initialization,confirmed,1,0xB8E3,Copy the current load/air-charge word into startup history and display working values.,decoded instruction flow at 0x409C; caller/callee context,,false
0x40A8,0x40E4,initialize_filtered_temperature_channels,routine,code,61,,,,,sensors,strong,1,0xB8D6,Initialize/filter the 0x2008 and 0x200A analog paths into the 0x2122/0x2124 filter words.,decoded instruction flow at 0x40A8; caller/callee context,,false
0x40E5,0x4153,sample_adc_group_a_runtime,routine,code,111,,,,,sensors,strong,1,0x9660,Runtime ADC sequence for the 0x2008/0x200A channel group with interrupt masking and accumulator update.,decoded instruction flow at 0x40E5; caller/callee context,,false
0x4155,0x4169,adc_filter_helper_4155,routine,code,21,8,,,,sensors,strong,2,0x402A|0x4136,ADC preprocessing helper used by the 0x200D path.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x416B,0x41A0,update_adc_200e_filter_and_load_axis,routine,code,54,,,,,sensors,strong,1,0x966F,"Filter the 0x200E analog path, update difference accumulation, and continue into load-axis preparation.",decoded instruction flow at 0x416B; caller/callee context,,false
0x41A1,0x41B0,build_load_axis_2034,routine,code,16,8,,,,air-load,confirmed,0,,Build normalized load/MAP-like axis in RAM 0x2034.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x41B2,0x41D4,scale_sensor_word_with_929b_929c,routine,code,35,,,,,math,confirmed,2,0x4064|0x4188,"Scale a 16-bit input using calibration byte 0x929B and offset word 0x929C, returning a saturated byte-like result.",decoded instruction flow at 0x41B2; caller/callee context,,false
0x41D6,0x4212,build_transient_axis_2042,routine,code,61,8,,,,axes,confirmed,1,0x9669,Build normalized transient/helper axis in RAM 0x2042.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4214,0x4290,update_adaptive_sensor_baseline,routine,code,125,,,,,sensors,strong,1,0xD3E5,Maintain low-RAM sensor baseline/minimum state using thresholds and timers in the 0x8990/0x9102 area.,decoded instruction flow at 0x4214; caller/callee context,,false
0x4292,0x42CE,derive_inverse_period_speed_values,routine,code,61,,,,,speed-rpm,confirmed,1,0xB447,Derive inverse-period RPM-like working values 0x00D4/0x00D3 and preserve previous samples.,decoded instruction flow at 0x4292; caller/callee context,,false
0x42D0,0x4318,update_load_sensor_snapshot,routine,code,73,,,,,sensors,strong,1,0xD3D9,Conditionally capture load and analog input snapshots into 0x2022/0x2012 and restore defaults when invalid.,decoded instruction flow at 0x42D0; caller/callee context,,false
0x431A,0x433F,preprocess_cts_path,routine,code,38,8,,,,temperature,strong,3,0x72B9|0xD5BC|0xD6D6,Preprocess temperature channel used by the CTS-like axis path.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4340,0x4368,convert_cts_axis,routine,code,41,8,,,,temperature,confirmed,0,,Use calibration 0x92CF through the axis helper to produce 0x203C/0x203E.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x436A,0x438F,preprocess_iat_path,routine,code,38,8,,,,temperature,strong,2,0xD5B9|0xD6D3,Preprocess temperature channel used by the IAT-like axis path.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4390,0x43B8,convert_iat_axis,routine,code,41,8,,,,temperature,confirmed,0,,Use calibration 0x92D9 through the axis helper to produce 0x2038/0x203A.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x43BA,0x43DA,update_filtered_o2_and_shared_axis,routine,code,33,,,,,closed-loop,strong,1,0xD5BF,"Update filtered 0x00CC from the 0x200C candidate input, then rebuild shared axis 0x2040.",decoded instruction flow at 0x43BA; caller/callee context,,false
0x43DC,0x43F1,sample_and_filter_o2_candidate,routine,code,22,,,,,closed-loop,strong,2,0x43BA|0xD6DF,Read/check the 0x200C analog candidate and apply the configured filter coefficient into the 0x00CC path.,decoded instruction flow at 0x43DC; caller/callee context,,false
0x43F3,0x4403,build_shared_axis_2040,routine,code,17,,,,,scheduler,confirmed,2,0x43D7|0xD6E5,"Compute 0x2040 = max(0x00CC - 0x8000, 0) >> 4.",decoded instruction flow at 0x43F3; caller/callee context,,false
0x4405,0x440B,clear_external_output_request,routine,code,7,,,,,outputs,confirmed,2,0x967B|0xE6D5,Clear bit 0x01 at extended I/O offset 0x40 from base 0x1000.,decoded instruction flow at 0x4405; caller/callee context,,false
0x440D,0x441F,sub_440D,routine,unclassified-code,19,,,,,unknown,unclassified,2,0x6F4B|0x71C0,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4421,0x4460,sub_4421,routine,unclassified-code,64,,,,,unknown,unclassified,1,0xB907,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4461,0x4536,sub_4461,routine,unclassified-code,214,,,,,unknown,unclassified,1,0xD596,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4538,0x4554,sub_4538,routine,unclassified-code,29,,,,,unknown,unclassified,1,0x44DF,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4556,0x4562,sub_4556,routine,unclassified-code,13,,,,,unknown,unclassified,1,0x44E8,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4564,0x45AE,sub_4564,routine,unclassified-code,75,,,,,unknown,unclassified,1,0x44D6,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x45B0,0x45B6,sub_45B0,routine,unclassified-code,7,,,,,unknown,unclassified,1,0x44F1,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x45B8,0x45CA,sub_45B8,routine,unclassified-code,19,,,,,unknown,unclassified,1,0x44FA,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x45CC,0x45D2,sub_45CC,routine,unclassified-code,7,,,,,unknown,unclassified,1,0x4503,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x45D4,0x45F1,sub_45D4,routine,unclassified-code,30,,,,,unknown,unclassified,1,0x4521,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x45F3,0x4608,sub_45F3,routine,unclassified-code,22,,,,,unknown,unclassified,1,0x4524,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x460A,0x4640,sub_460A,routine,unclassified-code,55,,,,,unknown,unclassified,1,0x4527,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4642,0x4696,sub_4642,routine,unclassified-code,85,,,,,unknown,unclassified,1,0x452A,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4698,0x46BC,sub_4698,routine,unclassified-code,37,,,,,unknown,unclassified,1,0x452D,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x46BE,0x4724,sub_46BE,routine,unclassified-code,103,,,,,unknown,unclassified,1,0x4530,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4726,0x4770,sub_4726,routine,unclassified-code,75,,,,,unknown,unclassified,2,0x46B9|0x4721,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4772,0x477A,sub_4772,routine,unclassified-code,9,,,,,unknown,unclassified,1,0x96B9,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x477B,0x48D6,sub_477B,routine,unclassified-code,348,,,,,unknown,unclassified,1,0x4533,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x48D8,0x48EC,compute_spark_command,routine,code,21,,,,,ignition,strong,3,0x4544|0x45AB|0x45B3,Invoke base spark and correction paths and form the current spark command accumulator.,decoded instruction flow at 0x48D8; caller/callee context,,false
0x48EE,0x4941,lookup_base_spark,routine,code,84,8,,,,ignition,confirmed,1,0x48D8,"Select RPM-only or 24x9 spark bank, interpolate, add optional signed offset, accumulate in 0x2147.",existing reverse-engineering bundle / repository LOGIC.md,,false
0x4943,0x494E,apply_spark_temperature_correction,routine,code,12,8,,,,ignition,strong,1,0x48DA,Apply signed temperature/load spark correction to the base spark result.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x494F,0x497E,apply_cts_load_spark_correction,routine,code,48,,,,,ignition,strong,1,0x48E3,Apply the second signed temperature/load spark-correction table to the spark accumulator.,decoded instruction flow at 0x494F; caller/callee context,,false
0x4980,0x49A1,sub_4980,routine,unclassified-code,34,,,,,unknown,unclassified,2,0x453F|0x45CF,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49A3,0x49A8,sub_49A3,routine,unclassified-code,6,,,,,unknown,unclassified,1,0x4998,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49A9,0x49B8,sub_49A9,routine,unclassified-code,16,,,,,unknown,unclassified,2,0x4559|0x499C,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49BA,0x49C8,sub_49BA,routine,unclassified-code,15,,,,,unknown,unclassified,2,0x455C|0x499E,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x49CA,0x4AA0,sub_49CA,routine,unclassified-code,215,,,,,unknown,unclassified,1,0x455F,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4AA7,0x4B12,sub_4AA7,routine,unclassified-code,108,,,,,unknown,unclassified,1,0xB88D,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B13,0x4B51,sub_4B13,routine,unclassified-code,63,,,,,unknown,unclassified,2,0x4AD8|0x4AF7,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B52,0x4B62,sub_4B52,routine,unclassified-code,17,,,,,unknown,unclassified,4,0x4AF0|0x4B0F|0x4BE7|0x4C0C,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B63,0x4B86,sub_4B63,routine,unclassified-code,36,,,,,unknown,unclassified,1,0xB890,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4B87,0x4BB4,sub_4B87,routine,unclassified-code,46,,,,,unknown,unclassified,3,0x4B81|0x4E36|0x4E4C,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4BB5,0x4BCC,sub_4BB5,routine,unclassified-code,24,,,,,unknown,unclassified,3,0x4B99|0x4B9D|0x4BA1,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4BCD,0x4C35,sub_4BCD,routine,unclassified-code,105,,,,,unknown,unclassified,1,0xD6A1,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x4C36,0x4C5A,sci_prepare_tx_state,routine,code,37,,,,,diagnostics,strong,4,0x4C97|0x4CD5|0x4E3F|0x4EEC,Prepare SCI transmit state/flags and enable the appropriate serial control bits.,decoded instruction flow at 0x4C36; caller/callee context,,false
0x4C5B,0x4D20,sci_command_state_machine,routine,code,198,,,,,diagnostics,strong,1,0xD3DC,"Service SCI command/response state, timeouts, and transmit staging in RAM 0x2164-0x2171.",decoded instruction flow at 0x4C5B; caller/callee context,,false
0x4D21,0x4D83,sci_transmit_service,routine,code,99,,,,,diagnostics,confirmed,1,0x96C3,Write pending byte 0x2167 to SCDR and maintain SCI transmit counters/state.,decoded instruction flow at 0x4D21; caller/callee context,,false
0x4E0B,0x4EA2,sci_service_mode_update,routine,code,152,,,,,diagnostics,strong,1,0xD698,Update service-mode state flags and command staging before periodic SCI processing.,decoded instruction flow at 0x4E0B; caller/callee context,,false
0x4EA3,0x4ECC,decode_service_selector,routine,code,42,,,,,diagnostics,strong,2,0x4B63|0x4E45,Decode service/command selector through ROM lookup blocks around 0xB67F/0xB6FF.,decoded instruction flow at 0x4EA3; caller/callee context,,false
0x4ECD,0x4EEF,sci_periodic_trigger,routine,code,35,,,,,diagnostics,strong,1,0xD3DF,Conditionally stage an SCI command byte when operating and serial-state gates allow it.,decoded instruction flow at 0x4ECD; caller/callee context,,false
0x4F10,0x4FE0,hardware_io_service_init,routine,code,209,8,,,,hardware-service,strong,0,,Initialize extended I/O/service hardware state and related RAM flags.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x4FE1,0x5069,hardware_io_service_state_machine,routine,code,137,8,,,,hardware-service,strong,0,,Timed I/O/service state machine using countdown/state at 0x246B and pointer/state data.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x506A,0x50F3,hardware_io_scan_group_506a,routine,code,138,8,,,,unknown,strong,0,,Scan extended I/O status registers and mirror individual bits into RAM flags.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x50F4,0x515B,hardware_io_scan_group_50f4,routine,code,104,8,,,,unknown,strong,0,,"Extended I/O bit scan/update routine; contains byte 0x5100 as an instruction operand, not a table.",existing reverse-engineering bundle / repository LOGIC.md,,false
0x515C,0x51CB,hardware_io_scan_group_515c,routine,code,112,8,,,,unknown,strong,0,,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x51CC,0x51FA,hardware_io_scan_group_51cc,routine,code,47,8,,,,unknown,strong,0,,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x51FB,0x5223,hardware_io_scan_group_51fb,routine,code,41,8,,,,unknown,strong,0,,Extended I/O bit scan/update routine; spans 0x5200 as executable instruction bytes.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5224,0x5242,hardware_io_scan_group_5224,routine,code,31,8,,,,unknown,strong,0,,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5243,0x528F,hardware_io_scan_group_5243,routine,code,77,8,,,,unknown,strong,0,,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5290,0x52DC,hardware_io_scan_group_5290,routine,code,77,8,,,,unknown,strong,0,,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x52DD,0x531F,hardware_io_scan_group_52dd,routine,code,67,8,,,,unknown,strong,0,,Extended I/O configuration routine; spans 0x5300 as executable instruction bytes.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5320,0x5360,hardware_io_scan_group_5320,routine,code,65,8,,,,unknown,strong,0,,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5361,0x53A8,hardware_io_scan_group_5361,routine,code,72,8,,,,unknown,strong,0,,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x53A9,0x5418,hardware_io_scan_group_53a9,routine,code,112,8,,,,unknown,strong,0,,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5419,0x545E,hardware_io_scan_group_5419,routine,code,70,8,,,,unknown,strong,0,,Extended I/O bit scan/update routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x545F,0x546A,hardware_io_scan_group_545f,routine,code,12,8,,,,unknown,strong,0,,Small extended I/O flag mirror routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x546B,0x5496,hardware_io_service_546b,routine,code,44,8,,,,hardware-service,strong,0,,Extended I/O service routine with port/control writes.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5497,0x54A2,hardware_io_scan_group_5497,routine,code,12,8,,,,unknown,strong,0,,Small extended I/O flag mirror routine.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54A3,0x54B5,hardware_io_flag_helper_54a3,routine,code,19,8,,,,unknown,strong,4,0x5218|0x527C|0x52FA|0x5377,Update a RAM flag from a selected hardware/service bit.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54B6,0x54C7,hardware_io_countdown_helper_54b6,routine,code,18,8,,,,unknown,strong,2,0x4FBA|0x504D,Update service countdown/state.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54C8,0x54EA,hardware_io_bit_clear_helper,routine,code,35,8,,,,unknown,confirmed,1,0x5031,Clear a selected RAM bit when the tested condition is false.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54EB,0x54FD,hardware_io_bit_set_helper,routine,code,19,8,,,,unknown,confirmed,32,0x5079|0x508D|0x509E|0x50A4|0x50AA|0x50B0|0x50B6|0x50BC|0x50CD|0x510E|0x511C|0x5122|0x5129|0x5136|0x5158|0x5168|0x51DF|0x520A|0x5215|0x524B|0x5256|0x5274|0x52EC|0x52F7|0x535D|0x5369|0x5374|0x53B1|0x5428|0x5467|0x5486|0x54AD,Set/clear selected RAM bit according to tested condition.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x54FE,0x5510,hardware_io_bit_update_helper,routine,code,19,8,,,,unknown,confirmed,26,0x5081|0x5087|0x5093|0x50C2|0x5104|0x5173|0x5179|0x5180|0x518B|0x51D4|0x51EA|0x522C|0x5237|0x5261|0x5298|0x52A3|0x5330|0x533C|0x534A|0x53BC|0x53C7|0x5433|0x543E|0x5444|0x544B|0x5473,Update selected RAM bit according to tested condition.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5511,0x554F,sub_5511,routine,unclassified-code,63,,,,,unknown,unclassified,1,0x549C,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5550,0x555E,sub_5550,routine,unclassified-code,15,,,,,unknown,unclassified,1,0x549F,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5565,0x559F,sub_5565,routine,unclassified-code,59,,,,,unknown,unclassified,0,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x55F8,0x5629,sub_55F8,routine,unclassified-code,50,,,,,unknown,unclassified,1,0xD593,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x562A,0x5651,sub_562A,routine,unclassified-code,40,,,,,unknown,unclassified,1,0x96B6,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5652,0x5678,mode_control_init_5652,routine,code,39,8,,,,unknown,open,1,0xB919,Reset-time mode/control initialization; exact physical role remains open.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5679,0x56FA,sub_5679,routine,unclassified-code,130,,,,,unknown,unclassified,1,0xD590,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x56FB,0x571E,sub_56FB,routine,unclassified-code,36,,,,,unknown,unclassified,1,0x56A1,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x571F,0x5740,sub_571F,routine,unclassified-code,34,,,,,unknown,unclassified,1,0x56FB,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5741,0x5791,sub_5741,routine,unclassified-code,81,,,,,unknown,unclassified,1,0x56D8,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5792,0x57B3,sub_5792,routine,unclassified-code,34,,,,,unknown,unclassified,3,0x5660|0x56E4|0x577A,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x57B4,0x57BF,sub_57B4,routine,unclassified-code,12,,,,,unknown,unclassified,2,0x5751|0x57D2,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x57C0,0x5827,sub_57C0,routine,unclassified-code,104,,,,,unknown,unclassified,1,0x56DC,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5828,0x5839,runtime_input_processing_5828,routine,code,18,8,,,,unknown,open,1,0xD379,Periodic input/state processing call.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x583A,0x5875,sub_583A,routine,unclassified-code,60,,,,,unknown,unclassified,0,,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5877,0x589A,sub_5877,routine,unclassified-code,36,,,,,unknown,unclassified,1,0x773D,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x589C,0x58B5,sub_589C,routine,unclassified-code,26,,,,,unknown,unclassified,2,0x703E|0x71BA,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x58B7,0x58F0,sub_58B7,routine,unclassified-code,58,,,,,unknown,unclassified,1,0x96C6,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x58F2,0x5980,update_descriptor_state,routine,code,143,,,,,diagnostics,strong,18,0x5A6C|0x5B68|0x5C67|0x5D4C|0x5E45|0x5EDB|0x5F64|0x5FCC|0x6022|0x604E|0x609F|0x60F5|0x6124|0x614E|0x617A|0x6205|0x62FB|0x6331,Update one flag/state descriptor selected by X using thresholds/values addressed through Y.,decoded instruction flow at 0x58F2; caller/callee context,,false
0x5982,0x59A6,dispatch_descriptor_action,routine,code,37,,,,,diagnostics,strong,18,0x5A74|0x5B70|0x5C6F|0x5D54|0x5E4F|0x5EE3|0x5F6C|0x5FD7|0x602A|0x6056|0x60AC|0x6102|0x612E|0x6156|0x6182|0x6214|0x630D|0x633F,Translate a descriptor result through the 0x55A0 action table and update associated status lists.,decoded instruction flow at 0x5982; caller/callee context,,false
0x59A8,0x59C8,sub_59A8,routine,unclassified-code,33,,,,,unknown,unclassified,1,0x5999,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x59CA,0x59F2,sub_59CA,routine,unclassified-code,41,,,,,unknown,unclassified,1,0x59A0,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x59F4,0x5A27,sub_59F4,routine,unclassified-code,52,,,,,unknown,unclassified,1,0x59A3,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5A29,0x5A77,sub_5A29,routine,unclassified-code,79,,,,,unknown,unclassified,1,0xD5C2,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5A79,0x5AD4,sub_5A79,routine,unclassified-code,92,,,,,unknown,unclassified,1,0xB863,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5AD6,0x5B19,incremental_rom_checksum,routine,code,68,8,,,,integrity,confirmed,1,0xD40F,Incremental runtime additive checksum over 0x4000-0xFFFF while skipping 0xB600-0xB7FF.,existing reverse-engineering bundle / repository LOGIC.md,,false
0x5B1B,0x5B94,sub_5B1B,routine,unclassified-code,122,,,,,unknown,unclassified,1,0x43DC,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5B95,0x5BEA,sub_5B95,routine,unclassified-code,86,,,,,unknown,unclassified,1,0xD505,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
0x5BEC,0x5CF4,sub_5BEC,routine,unclassified-code,265,,,,,unknown,unclassified,2,0x40DA|0x432E,Reachable direct-call or vector entry not yet semantically classified.,recursive control-flow graph,,true
